graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,135,0,True,False,False,0.0,0.0,0.0,1.0,0.0,4.327273,8.6,-27.175
0,136,0,True,False,False,0.0,0.0,0.0,1.0,0.0,2.022223,8.6,-2.6
0,137,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.844444,5.4,-2.6
0,138,0,True,False,False,0.0,0.0,0.0,1.0,0.0,13.577777,8.6,-27.035714
0,139,0,True,False,False,0.0,0.0,0.0,1.0,0.0,9.927273,8.6,-4.175
0,140,0,True,False,False,0.0,0.0,0.0,1.0,0.0,6.618182,5.4,-4.175
0,141,0,True,False,False,0.0,0.0,0.0,1.0,0.0,4.327273,5.4,-10.91
0,142,0,True,False,False,0.0,0.0,0.0,1.0,0.0,13.577778,8.6,-24.535715
0,143,0,True,False,False,0.0,0.0,0.0,1.0,0.0,6.618182,5.4,-1.675
0,144,0,True,False,False,0.0,0.0,0.0,1.0,0.0,4.327273,8.6,-30.37
0,145,0,True,False,False,0.0,0.0,0.0,1.0,0.0,17.127272,5.4,-7.825
0,146,0,True,False,False,0.0,0.0,0.0,1.0,0.0,19.177778,5.4,-33.464285
0,147,0,True,False,False,0.0,0.0,0.0,1.0,0.0,4.327273,5.4,-4.175
0,148,0,True,False,False,0.0,0.0,0.0,1.0,0.0,14.822223,8.6,-9.4
0,149,0,True,False,False,0.0,0.0,0.0,1.0,0.0,20.422222,5.4,-32.4
0,150,0,True,False,False,0.0,0.0,0.0,1.0,0.0,22.677272,8.6,-30.37
0,151,0,True,False,False,0.0,0.0,0.0,1.0,0.0,4.327273,8.6,-31.880001
0,152,0,True,False,False,0.0,1.0,0.0,0.0,0.0,23.75,2.05,-34.75
0,153,0,True,False,False,0.0,0.0,0.0,1.0,0.0,6.377778,8.6,-33.464285
0,154,0,True,False,False,0.0,0.0,0.0,1.0,0.0,17.127272,5.4,-10.325
0,155,0,True,False,False,0.0,1.0,0.0,0.0,0.0,15.916667,2.05,-34.75
0,156,0,False,True,False,0.0,1.0,0.0,0.0,0.0,0.25,2.05,-0.25
0,157,0,False,True,False,0.0,0.0,0.0,1.0,0.0,19.418181,8.6,-27.175
0,158,0,False,True,False,0.0,0.0,0.0,1.0,0.0,0.827778,8.6,-1.535714
0,159,0,False,True,False,0.0,0.0,0.0,1.0,0.0,1.068182,5.4,-27.175
0,160,0,False,True,False,0.0,0.0,0.0,1.0,0.0,22.677272,5.4,-7.37
0,161,0,False,True,False,0.0,0.0,0.0,1.0,0.0,18.4,5.4,-6.0
0,162,0,False,True,False,0.0,0.0,0.0,1.0,0.0,22.677273,8.6,-7.825
0,163,0,False,True,False,0.0,0.0,0.0,1.0,0.0,19.418181,8.6,-10.325
0,164,0,False,True,False,0.0,0.0,0.0,1.0,0.0,22.677273,5.4,-8.88
0,165,0,False,True,False,0.0,0.0,0.0,1.0,0.0,13.818181,8.6,-30.825
0,166,0,False,True,False,0.0,0.0,0.0,1.0,0.0,6.377777,5.4,-24.535715
0,167,0,False,True,False,0.0,0.0,0.0,1.0,0.0,13.818181,5.4,-7.825
0,168,0,False,True,False,0.0,0.0,0.0,1.0,0.0,6.618182,8.6,-1.675
0,169,0,False,True,False,0.0,0.0,0.0,1.0,0.0,17.127272,5.4,-31.880001
0,170,0,False,True,False,0.0,0.0,0.0,1.0,0.0,13.577778,8.6,-7.964286
0,171,0,False,True,False,0.0,0.0,0.0,1.0,0.0,9.927273,8.6,-8.88
0,172,0,False,True,False,0.0,0.0,0.0,1.0,0.0,2.545455,8.6,-25.600001
0,173,0,False,True,False,0.0,0.0,0.0,1.0,0.0,22.677273,5.4,-10.91
0,174,0,False,True,False,0.0,0.0,0.0,1.0,0.0,17.127272,5.4,-33.91
0,175,0,False,False,True,0.0,0.0,0.0,1.0,0.0,22.677272,8.6,-27.175
0,176,0,False,False,True,0.0,0.0,0.0,1.0,0.0,2.545454,5.4,-25.600001
0,177,0,False,False,True,0.0,0.0,0.0,1.0,0.0,19.177778,8.6,-1.535714
0,178,0,False,False,True,0.0,0.0,0.0,1.0,0.0,9.644444,5.4,-25.6
0,179,0,False,False,True,0.0,0.0,0.0,1.0,0.0,13.818182,5.4,-30.825
0,180,0,False,False,True,0.0,0.0,0.0,1.0,0.0,9.927273,5.4,-3.12
0,181,0,False,False,True,1.0,0.0,0.0,0.0,0.0,12.0,0.15,-17.5
0,182,0,False,False,True,0.0,0.0,0.0,1.0,0.0,19.418181,5.4,-10.325
0,183,0,False,False,True,0.0,0.0,0.0,1.0,0.0,0.827778,5.4,-33.464285
0,184,0,False,False,True,0.0,0.0,0.0,1.0,0.0,12.0,5.4,-6.0
0,185,0,False,False,True,0.0,0.0,0.0,1.0,0.0,6.618182,5.4,-30.825
0,186,0,False,False,True,0.0,0.0,0.0,1.0,0.0,1.068182,5.4,-24.675
0,187,0,False,False,True,0.0,0.0,0.0,1.0,0.0,1.068182,8.6,-7.825
0,188,0,False,False,True,0.0,0.0,0.0,1.0,0.0,15.345454,5.4,-9.4
0,189,0,False,False,True,0.0,0.0,0.0,1.0,0.0,8.145454,5.4,-2.6
0,190,0,False,False,True,0.0,0.0,0.0,1.0,0.0,9.927273,5.4,-33.324999
0,191,0,False,False,True,0.0,0.0,0.0,1.0,0.0,7.622223,5.4,-9.4
0,192,0,False,False,True,0.0,0.0,0.0,1.0,0.0,1.068182,8.6,-27.175
0,193,0,False,False,True,0.0,0.0,0.0,1.0,0.0,22.677273,5.4,-4.175
0,194,0,False,False,True,0.0,0.0,0.0,1.0,0.0,18.4,8.6,-6.0
0,195,0,False,False,True,0.0,0.0,0.0,1.0,0.0,22.394445,5.4,-32.4
